PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37649524","Risk assessment of ochratoxin A in food","EFSA Panel on Contaminants in the Food Chain (CONTAM); Schrenk D, Bodin L, Chipman JK, Del Mazo J, Grasl-Kraupp B, Hogstrand C, Hoogenboom LR, Leblanc JC, Nebbia CS, Nielsen E, Ntzani E, Petersen A, Sand S, Schwerdtle T, Vleminckx C, Wallace H, Alexander J, Dall'Asta C, Mally A, Metzler M, Binaglia M, Horváth Z, Steinkellner H, Bignami M.","EFSA J. 2020 May 13;18(5):e06113. doi: 10.2903/j.efsa.2020.6113. eCollection 2020 May.","EFSA Panel on Contaminants in the Food Chain (CONTAM)","EFSA J","2020","2023/08/31","PMC10464718","","10.2903/j.efsa.2020.6113"
"36034321","Assessment of information as regards the toxicity of fumonisins for pigs, poultry and horses","EFSA Panel on Contaminants in the Food Chain (CONTAM); Schrenk D, Bignami M, Bodin L, Chipman JK, Del Mazo J, Grasl-Kraupp B, Hogstrand C, Leblanc JC, Nielsen E, Ntzani E, Petersen A, Sand S, Schwerdtle T, Vleminckx C, Wallace H, Daenicke S, Nebbia CS, Oswald IP, Rovesti E, Steinkellner H, Hoogenboom LR.","EFSA J. 2022 Aug 24;20(8):e07534. doi: 10.2903/j.efsa.2022.7534. eCollection 2022 Aug.","EFSA Panel on Contaminants in the Food Chain (CONTAM)","EFSA J","2022","2022/08/29","PMC9399829","","10.2903/j.efsa.2022.7534"
"33250936","Scientific Opinion on application EFSA-GMO-NL-2016-132 for authorisation of genetically modified of insect-resistant and herbicide-tolerant soybean DAS-81419-2 × DAS-44406-6 for food and feed uses, import and processing submitted in accordance with Regulation (EC) No 1829/2003 by Dow Agrosciences LCC","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Álvarez F, Ardizzone M, De Sanctis G, Devos Y, Dumont AF, Federici S, Gennaro A, Gómez Ruiz JÁ, Lanzoni A, Neri FM, Papadopoulou N, Paraskevopoulos K, Raffaello T.","EFSA J. 2020 Nov 20;18(11):e06302. doi: 10.2903/j.efsa.2020.6302. eCollection 2020 Nov.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2020","2020/11/30","PMC7677967","","10.2903/j.efsa.2020.6302"
"35978615","Assessment of genetically modified maize MON 89034 × 1507 × MIR162 × NK603 × DAS-40278-9 for food and feed uses, under regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2018-151)","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Naegeli H, Moreno FJ, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Ardizzone M, De Sanctis G, Dumont AF, Federici S, Gennaro A, Gomez Ruiz JA, Goumperis T, Kagkli DM, Lanzoni A, Lenzi P, Lewandowska A, Neri FM, Paraskevopoulos K, Raffaello T, Streissl F.","EFSA J. 2022 Aug 12;20(8):e07451. doi: 10.2903/j.efsa.2022.7451. eCollection 2022 Aug.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2022","2022/08/18","PMC9373840","","10.2903/j.efsa.2022.7451"
"35634556","Improving the risk assessment of antimicrobial resistance (AMR) along the food/feed chain and from environmental reservoirs using qMRA and probabilistic modelling","Niegowska M, Wögerbauer M.","EFSA J. 2022 May 25;20(Suppl 1):e200407. doi: 10.2903/j.efsa.2022.e200407. eCollection 2022 May.","Niegowska M","EFSA J","2022","2022/05/31","PMC9131593","","10.2903/j.efsa.2022.e200407"
"33294047","Integration of computational tools, data analysis and social science into food safety risk assessment","Food Standards Agency (FSA), Animal and Plant Health Agency (APHA); Lorenzoni A, Tsoulli C, McCarthy Apha C, Adkin A.","EFSA J. 2020 Nov 26;18(Suppl 1):e181108. doi: 10.2903/j.efsa.2020.e181108. eCollection 2020 Nov.","Food Standards Agency (FSA), Animal and Plant Health Agency (APHA)","EFSA J","2020","2020/12/09","PMC7691617","","10.2903/j.efsa.2020.e181108"
"37908451","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) 2016/429): Spring Viraemia of Carp (SVC)","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar C, Herskin MS, Michel V, Miranda Chueca MÁ, Padalino B, Roberts HC, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Bron J, Olesen NJ, Sindre H, Stone D, Vendramin N, Antoniou SE, Karagianni AE, Broglia A, Papanikolaou A, Bicout DJ.","EFSA J. 2023 Oct 30;21(10):e08324. doi: 10.2903/j.efsa.2023.8324. eCollection 2023 Oct.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2023","2023/11/01","PMC10613943","","10.2903/j.efsa.2023.8324"
"37908450","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU)2016/429): Infection with salmonid alphavirus (SAV)","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar C, Herskin MS, Michel V, Miranda Chueca MÁ, Padalino B, Roberts HC, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Bron J, Olesen NJ, Sindre H, Stone D, Vendramin N, Antoniou SE, Broglia A, Karagianni AE, Papanikolaou A, Bicout DJ.","EFSA J. 2023 Oct 30;21(10):e08327. doi: 10.2903/j.efsa.2023.8327. eCollection 2023 Oct.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2023","2023/11/01","PMC10613945","","10.2903/j.efsa.2023.8327"
"33897857","Assessment of genetically modified soybean GMB151 for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2018-153)","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Álvarez F, Ardizzone M, Fernandez A, Gennaro A, Gómez Ruiz JÁ, Kagkli DM, Lanzoni A, Neri FM, Papadopoulou N, Paraskevopoulos K, Raffaello T, Streissl F, De Sanctis G.","EFSA J. 2021 Apr 19;19(4):e06424. doi: 10.2903/j.efsa.2021.6424. eCollection 2021 Apr.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2021","2021/04/26","PMC8054566","","10.2903/j.efsa.2021.6424"
"34429778","Assessment of genetically modified cotton GHB811 for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-ES-2018-154)","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Ardizzone M, De Sanctis G, Fernandez A, Federici S, Gennaro A, Gómez Ruiz JÁ, Lanzoni A, Neri FM, Paraskevopoulos K, Raffaello T.","EFSA J. 2021 Aug 16;19(8):e06781. doi: 10.2903/j.efsa.2021.6781. eCollection 2021 Aug.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2021","2021/08/25","PMC8365404","","10.2903/j.efsa.2021.6781"
"33304413","Evaluation of public and animal health risks in case of a delayed post-mortem inspection in ungulates","EFSA Panel on Biological Hazards (BIOHAZ); Koutsoumanis K, Allende A, Alvarez-Ordóñez A, Bolton D, Bover-Cid S, Chemaly M, Davies R, De Cesare A, Herman L, Lindqvist R, Nauta M, Peixe L, Ru G, Simmons M, Skandamis P, Suffredini E, Sánchez JÁ, Blagojevic B, Fürst P, Garin-Bastuji B, Jensen HE, Paulsen P, Baert K, Barrucci F, Broglia A, Georgiadis M, Hempen M, Hilbert F.","EFSA J. 2020 Dec 4;18(12):e06307. doi: 10.2903/j.efsa.2020.6307. eCollection 2020 Dec.","EFSA Panel on Biological Hazards (BIOHAZ)","EFSA J","2020","2020/12/11","PMC7716243","","10.2903/j.efsa.2020.6307"
"32626259","Guidance on harmonised methodologies for human health, animal health and ecological risk assessment of combined exposure to multiple chemicals","EFSA Scientific Committee; More SJ, Bampidis V, Benford D, Bennekou SH, Bragard C, Halldorsson TI, Hernández-Jerez AF, Koutsoumanis K, Naegeli H, Schlatter JR, Silano V, Nielsen SS, Schrenk D, Turck D, Younes M, Benfenati E, Castle L, Cedergreen N, Hardy A, Laskowski R, Leblanc JC, Kortenkamp A, Ragas A, Posthuma L, Svendsen C, Solecki R, Testai E, Dujardin B, Kass GE, Manini P, Jeddi MZ, Dorne JC, Hogstrand C.","EFSA J. 2019 Mar 25;17(3):e05634. doi: 10.2903/j.efsa.2019.5634. eCollection 2019 Mar.","EFSA Scientific Committee","EFSA J","2019","2020/07/07","PMC7009070","","10.2903/j.efsa.2019.5634"
"37908448","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) 2016/429): Bacterial kidney disease (BKD)","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar C, Herskin MS, Michel V, Miranda Chueca MÁ, Padalino B, Roberts HC, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Bron J, Olesen NJ, Sindre H, Stone D, Vendramin N, Antoniou SE, Aznar I, Papanikolaou A, Karagianni AE, Bicout DJ.","EFSA J. 2023 Oct 30;21(10):e08326. doi: 10.2903/j.efsa.2023.8326. eCollection 2023 Oct.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2023","2023/11/01","PMC10613944","","10.2903/j.efsa.2023.8326"
"35600270","Guidance on good practice in conducting scientific assessments in animal health using modelling","EFSA Panel on Animal Health and Welfare Panel (AHAW); Nielsen SS, Alvarez J, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar C, Herskin M, Michel V, Miranda Chueca MÁ, Padalino B, Pasquali P, Roberts HC, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Gervelmeyer A, Van der Stede Y, Bicout DJ.","EFSA J. 2022 May 18;20(5):e07346. doi: 10.2903/j.efsa.2022.7346. eCollection 2022 May.","EFSA Panel on Animal Health and Welfare Panel (AHAW)","EFSA J","2022","2022/05/23","PMC9115711","","10.2903/j.efsa.2022.7346"
"33488811","Assessment of genetically modified maize 1507 × MIR162 × MON810 × NK603 and subcombinations, for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2015-127)","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Mullins E, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Álvarez F, Ardizzone M, De Sanctis G, Devos Y, Fernandez A, Gennaro A, Gómez Ruiz JÁ, Lanzoni A, Neri FM, Papadopoulou N, Paraskevopoulos K, Raffaello T.","EFSA J. 2021 Jan 13;19(1):e06348. doi: 10.2903/j.efsa.2021.6348. eCollection 2021 Jan.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2021","2021/01/25","PMC7805002","","10.2903/j.efsa.2021.6348"
"34938370","Assessment of genetically modified maize NK603 × T25 × DAS-40278-9 and subcombinations, for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2019-164)","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Naegeli H, Moreno FJ, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Ardizzone M, De Sanctis G, Fernandez Dumont A, Federici S, Gennaro A, Gomez Ruiz JA, Kagkli DM, Lanzoni A, Neri FM, Papadopoulou N, Paraskevopoulos K, Raffaello T.","EFSA J. 2021 Dec 13;19(12):e06942. doi: 10.2903/j.efsa.2021.6942. eCollection 2021 Dec.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2021","2021/12/23","PMC8666937","","10.2903/j.efsa.2021.6942"
"36204158","Assessment of information as regards the toxicity of T-2 and HT-2 toxin for ruminants","EFSA Panel on Contaminants in the Food Chain (CONTAM); Schrenk D, Bignami M, Bodin L, Chipman JK, Del Mazo J, Grasl-Kraupp B, Hogstrand C, Leblanc JC, Nielsen E, Ntzani E, Petersen A, Sand S, Schwerdtle T, Vleminckx C, Wallace H, Daenicke S, Nebbia CS, Oswald IP, Rovesti E, Steinkellner H, Hoogenboom LR.","EFSA J. 2022 Sep 30;20(9):e07564. doi: 10.2903/j.efsa.2022.7564. eCollection 2022 Sep.","EFSA Panel on Contaminants in the Food Chain (CONTAM)","EFSA J","2022","2022/10/07","PMC9524474","","10.2903/j.efsa.2022.7564"
"32625968","Guidance on risk assessment of the application of nanoscience and nanotechnologies in the food and feed chain: Part 1, human and animal health","EFSA Scientific Committee; Hardy A, Benford D, Halldorsson T, Jeger MJ, Knutsen HK, More S, Naegeli H, Noteborn H, Ockleford C, Ricci A, Rychen G, Schlatter JR, Silano V, Solecki R, Turck D, Younes M, Chaudhry Q, Cubadda F, Gott D, Oomen A, Weigel S, Karamitrou M, Schoonjans R, Mortensen A.","EFSA J. 2018 Jul 4;16(7):e05327. doi: 10.2903/j.efsa.2018.5327. eCollection 2018 Jul.","EFSA Scientific Committee","EFSA J","2018","2020/07/07","PMC7009542","","10.2903/j.efsa.2018.5327"
"37908442","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) 2016/429): infection with Gyrodactylus salaris (GS)","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar C, Herskin MS, Michel V, Miranda Chueca MÁ, Padalino B, Roberts HC, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Bron J, Olesen NJ, Sindre H, Stone D, Vendramin N, Antoniou SE, Karagianni AE, Kohnle L, Papanikolaou A, Bicout DJ.","EFSA J. 2023 Oct 30;21(10):e08325. doi: 10.2903/j.efsa.2023.8325. eCollection 2023 Oct.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2023","2023/11/01","PMC10613946","","10.2903/j.efsa.2023.8325"
"37313317","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): infectious pancreatic necrosis (IPN)","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Rojas JLG, Gortázar C, Herskin MS, Michel V, Miranda MÁ, Padalino B, Pasquali P, Roberts HC, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Bron J, Olesen NJ, Sindre H, Stone D, Vendramin N, Antoniou SE, Kohnle L, Papanikolaou A, Karagianni AE, Bicout DJ.","EFSA J. 2023 Jun 12;21(6):e08028. doi: 10.2903/j.efsa.2023.8028. eCollection 2023 Jun.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2023","2023/06/14","PMC10258726","","10.2903/j.efsa.2023.8028"
"34136003","Scientific Opinion on the assessment of the control measures for category A diseases of Animal Health Law: Foot and Mouth Disease","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar Schmidt C, Herskin M, Michel V, Miranda Chueca MÁ, Padalino B, Pasquali P, Sihvonen LH, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, De Clercq K, Gubbins S, Klement E, Stegeman JA, Antoniou SE, Aznar I, Broglia A, Papanikolaou A, Van der Stede Y, Zancanaro G, Roberts HC.","EFSA J. 2021 Jun 8;19(6):e06632. doi: 10.2903/j.efsa.2021.6632. eCollection 2021 Jun.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2021","2021/06/17","PMC8185624","","10.2903/j.efsa.2021.6632"
"37377664","Assessment of genetically modified cotton COT102 for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-DE-2017-141)","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Naegeli H, Moreno FJ, Nogué F, Rostoks N, Sánchez Serrano JJ, Savoini G, Veromann E, Veronesi F, Ardizzone M, De Sanctis G, Fernández A, Gennaro A, Gómez Ruiz JÁ, Goumperis T, Kagli DM, Lenzi P, Lewandowska A, Camargo AM, Neri FM, Papadopoulou N, Raffaello T.","EFSA J. 2023 Jun 26;21(6):e08031. doi: 10.2903/j.efsa.2023.8031. eCollection 2023 Jun.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2023","2023/06/28","PMC10291446","","10.2903/j.efsa.2023.8031"
"35414834","Clinical impact, diagnosis and control of Equine Herpesvirus-1 infection in Europe","European Food Safety Authority (EFSA); Carvelli A, Nielsen SS, Paillot R, Broglia A, Kohnle L.","EFSA J. 2022 Apr 6;20(4):e07230. doi: 10.2903/j.efsa.2022.7230. eCollection 2022 Apr.","European Food Safety Authority (EFSA)","EFSA J","2022","2022/04/13","PMC8985062","","10.2903/j.efsa.2022.7230"
"33936310","Ability of different matrices to transmit African swine fever virus","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Alvarez J, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar Schmidt C, Herskin M, Miranda Chueca MÁ, Michel V, Padalino B, Pasquali P, Sihvonen LH, Spoolder H, Stahl K, Velarde A, Viltrop A, Winckler C, Boklund A, Botner A, Gervelmeyer A, Mosbach-Schulz O, Roberts HC.","EFSA J. 2021 Apr 27;19(4):e06558. doi: 10.2903/j.efsa.2021.6558. eCollection 2021 Apr.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2021","2021/05/03","PMC8077412","","10.2903/j.efsa.2021.6558"
"37213844","Food Safety, Animal Health and Welfare and Environmental Impact of Animals derived from Cloning by Somatic Cell Nucleus Transfer (SCNT) and their Offspring and Products Obtained from those Animals","European Food Safety Authority (EFSA).","EFSA J. 2008 Jul 24;6(7):767. doi: 10.2903/j.efsa.2008.767. eCollection 2008 Jul.","European Food Safety Authority (EFSA)","EFSA J","2008","2023/05/22","PMC10193655","","10.2903/j.efsa.2008.767"
"32874241","Risk assessment of chlorinated paraffins in feed and food","EFSA Panel on Contaminants in the Food Chain (CONTAM); Schrenk D, Bignami M, Bodin L, Chipman JK, Del Mazo J, Grasl-Kraupp B, Hogstrand C, Hoogenboom LR, Leblanc JC, Nebbia CS, Ntzani E, Petersen A, Sand S, Schwerdtle T, Vleminckx C, Wallace H, Brüschweiler B, Leonards P, Rose M, Binaglia M, Horváth Z, Ramos Bordajandi L, Nielsen E.","EFSA J. 2020 Mar 9;18(3):e05991. doi: 10.2903/j.efsa.2020.5991. eCollection 2020 Mar.","EFSA Panel on Contaminants in the Food Chain (CONTAM)","EFSA J","2020","2020/09/03","PMC7447893","","10.2903/j.efsa.2020.5991"
"35634550","Assessment of the possible health risks associated with the consumption of botanical preparations of Mitragyna speciosa (kratom)","Papadi G, Bakhiya N, Ildico Hirsch-Ernst K.","EFSA J. 2022 May 25;20(Suppl 1):e200415. doi: 10.2903/j.efsa.2022.e200415. eCollection 2022 May.","Papadi G","EFSA J","2022","2022/05/31","PMC9131591","","10.2903/j.efsa.2022.e200415"
"32874347","Editorial: Exploring the need to include microbiomes into EFSA's scientific assessments","Merten C, Schoonjans R, Di Gioia D, Peláez C, Sanz Y, Maurici D, Robinson T.","EFSA J. 2020 Jun 29;18(6):e18061. doi: 10.2903/j.efsa.2020.e18061. eCollection 2020 Jun.","Merten C","EFSA J","2020","2020/09/03","PMC7448006","","10.2903/j.efsa.2020.e18061"
"35475165","Evaluation of the risks for animal health related to the presence of hydroxymethylfurfural (HMF) in feed for honey bees","EFSA Panel on Contaminants in the Food Chain (CONTAM); Bodin L, Del Mazo J, Grasl-Kraupp B, Hogstrand C, Leblanc JC, Bignami M, Hoogenboom LR, Nebbia CS, Nielsen E, Ntzani E, Petersen A, Schrenk D, Vleminckx C, Wallace H, Focks A, Gregorc A, Metzler M, Sgolastra F, Tosi S, Horvath Z, Ippolito A, Rortais A, Steinkellner H, Szentes C, Sand S.","EFSA J. 2022 Apr 20;20(4):e07227. doi: 10.2903/j.efsa.2022.7227. eCollection 2022 Apr.","EFSA Panel on Contaminants in the Food Chain (CONTAM)","EFSA J","2022","2022/04/27","PMC9019825","","10.2903/j.efsa.2022.7227"
"36751491","Assessment of information as regards the toxicity of deoxynivalenol for horses and poultry","EFSA Panel on Contaminants in the Food Chain (CONTAM); Schrenk D, Bignami M, Bodin L, Del Mazo JKCJ, Grasl-Kraupp B, Hogstrand C, Leblanc JC, Nielsen E, Ntzani E, Petersen A, Sand S, Schwerdtle T, Vleminckx C, Wallace H, Dänicke S, Nebbia CS, Oswald IP, Rovesti E, Steinkellner H, Hoogenboom LR.","EFSA J. 2023 Feb 2;21(2):e07806. doi: 10.2903/j.efsa.2023.7806. eCollection 2023 Feb.","EFSA Panel on Contaminants in the Food Chain (CONTAM)","EFSA J","2023","2023/02/08","PMC9892893","","10.2903/j.efsa.2023.7806"
"36721864","Assessment of genetically modified maize GA21 × T25 for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-DE-2016-137)","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Naegeli H, Nogué F, Rostoks N, Serrano JJS, Savoini G, Veromann E, Veronesi F, Álvarez F, Ardizzone M, De Sanctis G, Devos Y, Federici S, Fernandez Dumont A, Gennaro A, Gómez Ruiz JÁ, Goumperis T, Kagkli DM, Lanzoni A, Lenzi P, Camargo AM, Neri FM, Papadopoulou N, Paraskevopoulos K, Raffaello T, Streissl F.","EFSA J. 2023 Jan 27;21(1):e07729. doi: 10.2903/j.efsa.2023.7729. eCollection 2023 Jan.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2023","2023/02/01","PMC9880721","","10.2903/j.efsa.2023.7729"
"36698492","Assessment of genetically modified maize MON 87419 for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2017-140)","EFSA Panel on Genetically Modified Organisms (GMO); Mullins E, Bresson JL, Dalmay T, Dewhurst IC, Epstein MM, Firbank LG, Guerche P, Hejatko J, Moreno FJ, Naegeli H, Nogué F, Rostoks N, Serrano JJS, Savoini G, Veromann E, Veronesi F, Ardizzone M, De Sanctis G, Federici S, Fernandez Dumont A, Gennaro A, Gómez Ruiz JÁ, Goumperis T, Lanzoni A, Lenzi P, Lewandowska A, Camargo AM, Neri FM, Papadopoulou N, Paraskevopoulos K, Raffaello T.","EFSA J. 2023 Jan 20;21(1):e07730. doi: 10.2903/j.efsa.2023.7730. eCollection 2023 Jan.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2023","2023/01/26","PMC9853084","","10.2903/j.efsa.2023.7730"
"35228848","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): antimicrobial-resistant Enterococcus faecalis in poultry","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar C, Herskin M, Michel V, Miranda Chueca MÁ, Padalino B, Pasquali P, Roberts HC, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Baldinelli F, Broglia A, Kohnle L, Alvarez J.","EFSA J. 2022 Feb 21;20(2):e07127. doi: 10.2903/j.efsa.2022.7127. eCollection 2022 Feb.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2022","2022/03/01","PMC8859914","","10.2903/j.efsa.2022.7127"
"32625862","Assessment of genetically modified cotton GHB614 × LLCotton25 × MON 15985 for food and feed uses, under Regulation (EC) No 1829/2003 (application EFSA-GMO-NL-2011-94)","EFSA Panel on Genetically Modified Organisms (GMO); Naegeli H, Birch AN, Casacuberta J, De Schrijver A, Gralak MA, Guerche P, Jones H, Manachini B, Messéan A, Nielsen EE, Nogué F, Robaglia C, Rostoks N, Sweet J, Tebbe C, Visioli F, Wal JM, Broll H, Gennaro A, Neri FM, Paraskevopoulos K.","EFSA J. 2018 Apr 20;16(4):e05213. doi: 10.2903/j.efsa.2018.5213. eCollection 2018 Apr.","EFSA Panel on Genetically Modified Organisms (GMO)","EFSA J","2018","2020/07/07","PMC7009700","","10.2903/j.efsa.2018.5213"
"38075634","Safety for the environment of a feed additive consisting of semduramicin sodium (Aviax 5%) for chickens for fattening (Phibro Animal Health s.a.)","EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP); Bampidis V, Azimonti G, Bastos ML, Christensen H, Durjava M, Dusemund B, Kouba M, López-Alonso M, López Puente S, Marcon F, Mayo B, Pechová A, Petkova M, Ramos F, Villa RE, Woutersen R, Teodorovic I, Tarres JC, Vettori MV.","EFSA J. 2023 Dec 6;21(12):e8467. doi: 10.2903/j.efsa.2023.8467. eCollection 2023 Dec.","EFSA Panel on Additives and Products or Substances used in Animal Feed (FEEDAP)","EFSA J","2023","2023/12/11","PMC10698698","","10.2903/j.efsa.2023.8467"
"34987627","Assessment of animal diseases caused by bacteria resistant to antimicrobials: Horses","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortazar Schmidt C, Herskin M, Michel V, Miranda Chueca MA, Padalino B, Pasquali P, Roberts HC, Sihvonen LH, Spoolder H, Stahl K, Velarde A, Viltrop A, Winckler C, Dewulf J, Guardabassi L, Hilbert F, Mader R, Baldinelli F, Alvarez J.","EFSA J. 2021 Dec 24;19(12):e07112. doi: 10.2903/j.efsa.2021.7112. eCollection 2021 Dec.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2021","2022/01/06","PMC8703245","","10.2903/j.efsa.2021.7112"
"35582361","Assessment of listing and categorisation of animal diseases within the framework of the Animal Health Law (Regulation (EU) No 2016/429): antimicrobial-resistant Staphylococcus aureus in cattle and horses","EFSA Panel on Animal Health and Welfare (AHAW); Nielsen SS, Bicout DJ, Calistri P, Canali E, Drewe JA, Garin-Bastuji B, Gonzales Rojas JL, Gortázar C, Herskin M, Michel V, Miranda Chueca MÁ, Padalino B, Pasquali P, Roberts HC, Spoolder H, Ståhl K, Velarde A, Viltrop A, Winckler C, Baldinelli F, Broglia A, Kohnle L, Alvarez J.","EFSA J. 2022 May 10;20(5):e07312. doi: 10.2903/j.efsa.2022.7312. eCollection 2022 May.","EFSA Panel on Animal Health and Welfare (AHAW)","EFSA J","2022","2022/05/18","PMC9087474","","10.2903/j.efsa.2022.7312"
